5434	6593
5750	7660
6892	1001
5434	6599
5310	1746
12015	3635
6972	1694
11368	1920
7088	5655
10737	10904
10378	7394
1675	12698
8104	9449
4748	11892
7274	12340
8695	6240
2024	3019
1071	11197
3743	6862
3955	7847
3777	12643
10512	11129
2228	10506
5518	5288
5214	449
571	8408
11645	5925
12049	3023
10795	5760
261	7020
2693	4326
7513	8125
11953	571
3117	1943
10378	7393
5854	5537
4620	6683
9636	2323
5716	6041
5283	6715
8466	6712
8466	6715
4057	5453
1301	3019
4798	6851
11044	2289
11536	8187
2572	1525
2854	5960
3005	3624
637	9597
9835	9928
8812	2000
8813	9908
9701	10739
12801	4007
12430	9765
8948	12220
8871	2389
10712	8996
11510	4258
3993	9753
4377	11270
8452	8691
9474	6813
7513	3651
4377	11275
7999	6715
7924	4377
7880	9146
4377	4623
1954	4356
10166	6385
11277	1290
3858	9061
4941	1455
4035	4377
8756	526
10188	3609
8884	4940
232	4164
2191	7919
4639	5818
8292	11640
5388	7613
10682	9944
11080	8097
2735	7046
4538	10163
5342	4817
5549	5453
7602	4733
9368	3397
235	10595
4625	7792
12322	6187
1664	1669
11150	4877
389	11218
3972	6993
8269	5480
10684	7861
5383	10155
3794	7571
12876	12770
1393	9161
66	5354
8060	4862
5493	5901
12529	7123
8418	3006
4548	9128
5383	4245
9290	5231
5912	1359
1943	11152
4053	3947
5783	12820
4748	7288
7304	7282
5653	4784
7702	10775
4824	5038
977	4748
11816	11835
803	5749
9908	5551
7786	3972
8260	9115
7980	10027
5918	3259
11406	5383
12767	7599
10823	6322
12457	9622
10631	10837
9127	1380
10381	6413
3020	3322
10823	6323
5288	6890
2522	707
8677	1525
1713	9924
5925	11645
92	3625
5546	8576
5470	11705
1851	12783
3309	7052
1357	2649
9672	1241
972	1655
12527	3237
7513	2088
9795	11707
7063	1713
1088	4377
8102	1077
6772	5357
7304	2428
2135	363
407	10502
8556	11007
11033	4377
11905	4041
7784	274
2449	3327
12180	6911
8408	10249
5383	11493
4323	3105
1568	518
5433	5373
10176	7932
9911	5453
1611	10975
8912	9317
9835	2701
6429	10555
11990	6727
9193	3338
5971	3903
6360	7717
6307	9098
5026	4822
12713	345
8539	1954
10823	10609
7061	8842
1299	6301
4078	2024
12765	932
11053	3011
1252	1713
6420	4377
7919	4265
11223	5734
6748	6527
10474	1735
11886	9970
715	10974
8488	8805
7330	6658
6711	6052
7185	7684
4927	5453
9429	3722
3751	6582
9637	3751
6748	7174
6950	8556
6664	1880
3751	7895
2522	11368
3705	7696
4377	11943
9947	2474
8429	12727
12904	4278
1525	4323
5804	10502
1300	7668
1525	4322
3035	8247
12015	5021
864	1367
12827	2086
1713	5343
3811	10194
855	4864
1360	4881
2955	4910
4201	3463
734	6748
3226	5453
12126	5354
11218	11886
5750	2587
1593	10372
2949	3751
10465	1756
3920	10684
1851	3609
11192	84
8838	5916
10854	11707
11543	6297
1713	7936
1713	7933
3751	12346
2479	9957
12448	7744
11171	4469
6225	4053
4323	4438
4627	1658
3751	6580
2867	2419
2814	3609
2178	5945
1520	9589
3751	6579
6748	9608
9181	5334
8275	3972
2470	2517
1430	7508
12636	12399
1807	7375
6527	1371
8923	5660
6010	5637
10084	6780
7303	3397
11243	867
10342	2069
3752	7969
7898	7781
7114	706
2520	5660
11920	3316
9246	4973
226	5629
8999	1030
7356	4990
8857	9975
6772	1857
3508	10427
9905	6468
3179	10163
3479	4832
11152	8346
9429	4185
1795	3811
11239	7403
4534	2443
6499	6698
669	5728
5465	2968
3517	9261
2181	4041
2024	10656
8092	5346
11577	10823
9558	5653
5184	2052
8110	3770
6748	4493
8064	4940
5097	9128
7022	8313
1797	1060
746	11113
3598	11009
5383	5794
10324	3441
2487	12260
1479	12827
2966	1217
5425	9995
11307	5383
5637	615
3609	11564
740	311
6289	47
379	7989
11568	5551
7028	7775
615	8095
11950	391
8273	7559
6983	4377
12634	3603
12607	10885
9451	5945
10164	11118
3919	4280
6173	10823
7288	1449
1410	2728
6557	1403
6079	11771
2507	706
10442	5987
4746	2135
7838	8446
1044	1943
2024	5546
526	6277
2024	10772
11401	3146
4377	4512
2024	10769
2024	10768
5383	7065
7822	9983
8556	357
11425	119
21	12653
5586	1905
6842	1795
2734	526
5345	7035
4694	5945
824	3963
1972	4945
6454	5173
8411	6258
12741	10058
11373	1254
6558	7933
2024	5544
3661	7063
10823	11529
10823	11528
6698	10747
5151	11026
10146	12115
10823	11534
7960	4217
8544	8374
6488	11197
12296	3673
12261	2820
1736	9022
8512	7443
6539	2024
2199	5945
1694	2137
1694	2135
5258	8259
345	1565
12350	8985
12063	5383
7513	2902
2031	5453
3403	1314
1775	10504
1693	6946
7096	9727
10523	12439
1779	1713
9137	6305
12529	12732
2014	504
3215	10278
263	10796
5529	2024
1936	11867
12085	4414
1371	2245
10017	11964
6527	3881
9649	12349
2955	7109
3490	3652
11333	453
426	5495
9879	10096
10047	7096
5233	5734
8596	10790
2133	3231
8217	4881
5288	2735
1135	9147
5535	2701
10453	7729
6091	12344
8960	9649
6849	1795
8581	1943
9212	7559
7288	6115
4934	5383
10261	1520
3784	3457
12892	4787
5681	5388
4092	3956
4567	10094
12652	1371
4809	12877
7525	5572
5201	361
6291	1999
3485	12729
12838	6008
1611	1037
7166	10172
11703	4326
2779	10837
9129	6750
8095	12600
12815	6759
250	1034
2548	8602
10711	3751
8435	3281
706	2024
1122	5894
5637	5210
4655	9222
4958	1943
3365	8168
7744	7852
6383	6173
3751	8750
10948	4393
3020	10810
8467	5226
1954	6380
1954	6382
12480	8265
6603	3831
12656	2867
7188	10758
4185	12602
7926	311
2699	584
11837	9166
9343	6052
6725	7225
12430	11300
5453	5962
7778	5734
10586	2792
1856	12344
3165	3166
1371	3117
11913	11790
8092	3549
614	7802
12568	3368
7303	10027
10536	9074
7663	3019
2024	1955
10403	3855
6711	783
10473	9114
6725	10920
353	219
3403	7520
5260	3284
5605	12074
2452	573
5971	9712
2630	5990
12451	7609
8026	4381
11867	1936
194	5326
4134	12365
1931	2600
2955	8002
2540	3643
4039	10186
2365	12257
2601	6711
1618	2345
5226	5936
3015	317
3779	7969
6501	10230
6762	11197
6271	1761
5846	6599
5558	6662
1568	943
7602	4726
3067	7284
4361	9019
1369	466
10312	9271
5870	9892
5222	7713
6658	10791
5383	4574
9738	5717
1525	2187
3706	7667
12399	2255
5572	12372
5170	274
311	9880
7260	12302
12050	9483
114	5945
2880	2234
9349	9043
6945	5734
847	5453
6306	417
6599	2261
8119	1943
6748	9285
2182	1367
10753	12448
4217	12741
9500	10053
11908	1271
11956	6544
1947	945
10424	11733
2024	1336
1987	2834
4460	1905
7419	2535
2024	1329
11799	9185
3245	10043
8360	1828
4139	78
8480	5453
12276	7336
2926	1254
3514	10845
7304	11595
10508	9706
10445	12334
3187	10156
2779	5033
6263	2879
3696	5453
12163	5142
5392	1635
409	2069
7771	725
4310	10115
1475	5456
11208	9205
4393	8616
12236	224
3472	10427
461	6717
12529	8746
6712	8059
3371	1165
11285	846
9159	8650
5453	5896
5453	5895
2074	11992
6084	20
10149	1163
7690	6856
5453	5891
7484	389
1077	10369
10361	10200
12246	1713
11233	7189
798	1050
10628	2024
7042	9127
12101	7284
4663	6014
605	6565
6360	7932
8440	12236
12287	2499
11100	9073
5453	734
9254	279
5797	7145
693	8483
8153	6969
10872	12600
121	10862
10823	914
3235	7746
1745	12039
1217	11745
3442	1943
11314	4662
2195	3216
6104	9429
7335	7736
8588	5453
5786	9446
862	1359
5708	305
12413	4242
7613	706
10177	12796
4143	12154
2024	4409
2024	4408
10467	908
10438	3688
5660	3881
1866	2197
2024	4411
4377	7026
4377	7027
12595	7602
1273	12456
7137	4132
4377	7020
6511	5803
12512	2313
5864	12249
1530	5383
1520	10261
11375	4521
9939	6945
3006	437
10820	2375
10236	38
3501	11677
9893	10205
7166	3921
10410	4377
8152	3811
1828	5141
6557	4340
2123	1874
11027	2135
11783	11701
3906	102
11193	3673
4541	2506
1011	7288
9567	11043
2342	6879
1901	8104
1824	4714
8060	4866
343	5453
10021	4377
2237	12654
8381	6314
3019	2572
10369	1559
7686	6413
12249	10062
5057	1393
389	1761
5504	2375
5186	2555
6752	7083
2289	1563
12169	4377
4465	3316
1717	10903
9678	8164
218	7366
6911	10295
4043	12903
4303	11913
2006	5756
5960	6558
1943	5342
4377	2091
11745	179
2156	10265
3972	12783
8002	6715
3067	2955
6759	3882
12848	5097
11828	10587
5453	11604
10095	4890
4311	1901
2592	7073
9431	10946
10645	6360
4377	7562
4377	7559
4377	7560
3477	11197
4377	7564
8983	3903
3174	7304
2201	6725
4084	2675
1916	9127
11296	10943
7378	10979
5990	10369
12837	3284
10140	6966
10106	1658
403	11218
7288	12751
2024	7865
4507	1856
12338	7166
9127	9753
7090	5383
3867	7288
9452	9417
10935	11033
5383	984
6212	2861
10593	6583
2925	2024
2667	6748
2718	7422
721	680
4348	4807
4377	1655
2408	3006
2081	1943
10823	3755
12729	4552
12015	3797
12399	7990
4290	10163
12338	3462
9685	2308
1483	10885
10126	12884
6300	7772
6352	7706
11332	6291
5057	2955
8999	6719
3163	4377
5179	972
1068	3509
590	3298
5453	11601
7590	1306
10261	10201
12887	7598
6187	11180
1212	12340
4411	5189
7499	10314
9518	5545
4533	12447
5402	5215
6951	1976
10935	2127
9394	6756
6088	238
5698	8965
11033	5637
11532	5660
2868	1579
10433	2024
525	12904
8531	3201
4697	6584
10019	5945
8845	2355
2951	12050
411	6064
2024	730
12588	7899
3603	10951
4686	3958
3810	11599
2250	5915
6949	632
2458	3845
5372	2911
10539	10593
8556	10933
12300	5453
11363	10428
12373	6037
2650	5179
8762	2832
1525	2058
2869	7061
7375	12632
5453	7508
695	5945
25	7479
12732	9052
2995	2902
7936	10283
4672	10510
6708	7247
8752	12712
3031	7714
11705	8411
12262	8753
7591	5627
1502	232
2742	2297
7235	1057
2232	8750
9699	7567
6599	6786
7374	614
6859	2024
1076	6002
3898	6361
2897	12671
11150	7527
957	7507
7909	3770
1644	6725
7288	8760
12107	4505
10823	9702
5815	5226
3129	3898
9753	11531
3424	5932
10415	6858
7933	12149
3609	12014
8686	5383
6352	6767
10876	1943
4354	11842
1057	9019
10758	5881
695	2403
12524	1384
4443	2952
2647	2955
801	8063
4703	7284
7559	113
11205	6187
4544	2516
7717	6994
6965	12686
7560	4377
2078	30
6936	1271
12226	249
5467	5383
7052	3410
4949	7425
11732	12373
7730	10468
8576	11837
3945	12332
9031	192
5356	8803
6250	11810
5660	3102
5488	1938
3008	11532
1141	12264
8225	11714
4148	2047
4774	3315
3625	5108
5123	8206
5082	11115
11705	9908
2558	8845
10575	11303
8848	5231
12515	5637
2896	1954
11887	8885
2624	6388
7096	2931
7588	2448
12665	6912
4994	2024
2572	4544
3477	5057
389	5669
3624	12827
9983	10837
7637	11243
1539	10630
2877	12430
12194	8488
1880	4217
9195	10891
8298	1547
10643	8102
8639	7647
6711	4245
3316	3020
5262	1057
12636	2867
92	12424
10141	5453
192	12705
5057	12297
1943	11793
302	9032
3316	10215
12689	6748
1666	9803
9459	802
6018	6748
2114	910
9046	8552
6395	7782
356	963
1588	4660
2111	9905
568	5674
3751	6128
5840	992
1502	7281
6844	12303
8387	10799
2579	2273
827	6748
3722	11578
12637	7936
4134	4475
7457	9476
6777	4708
1022	11113
5146	6748
1125	2207
2135	8113
6228	10235
847	961
12438	4709
8029	5428
4199	2034
12331	4745
4874	10190
3993	615
9135	3515
7556	7998
4078	2122
4718	7158
1362	5245
917	391
95	10180
12357	11701
440	2519
917	389
963	6264
12589	1195
8431	5473
2024	1388
1502	4465
9702	12659
2323	3826
6838	6715
10458	1943
11399	12659
10645	5526
10424	7017
623	8916
7729	3047
6925	11197
11171	8705
9019	10203
8380	11839
3947	12634
1722	1943
1901	11197
5277	2296
7189	3791
4774	2578
3365	5771
12495	11425
278	8380
12767	12646
5894	2375
12257	1572
7304	8079
1713	1280
3474	2379
4377	4569
4802	7086
4417	3086
3523	2728
10837	10127
12194	3753
10477	4438
5623	4377
3947	12632
1589	9861
5901	2572
4348	4059
4694	8645
3751	6489
9035	4954
8060	2859
12194	3751
5815	10653
7157	1668
5233	11625
10198	5901
7142	7662
4490	3573
6717	461
11757	6973
12274	4748
3808	2946
12311	4015
12451	379
6527	8102
10549	7198
8848	4718
5545	11409
8700	12430
4284	2445
5383	6603
11916	843
516	4881
10339	9935
10103	9731
5453	9185
9713	4377
8982	9915
12671	2970
1997	9808
8464	9088
1795	1502
2397	11482
2323	6842
7154	5901
2532	2024
5334	9127
11359	706
5562	8655
7504	4676
12408	1565
12827	9978
8870	8165
4377	3080
9859	3811
12305	1834
1248	2024
10887	11791
10478	5580
484	12375
929	6145
9221	5660
3885	847
6851	12153
7079	2718
12430	980
7910	7385
5813	9474
3542	1335
4671	6263
12298	4377
8307	1901
7555	12219
6973	1873
6292	6914
3707	2024
5901	3860
9737	7932
3609	7494
6426	11046
12430	8964
2522	1866
9545	717
4377	9359
7919	4940
5383	3558
10105	158
6931	5057
6524	12299
5676	11197
3789	4257
11189	1943
5453	4927
12021	11197
7596	11757
5023	8492
7288	7933
3056	593
7288	2052
4093	4105
11447	10140
6527	6599
9983	4551
4689	6698
9905	1371
10882	6373
8813	3898
4047	10935
6881	4866
7281	5214
6813	2523
12413	8687
1559	11076
8275	2689
3684	10593
7851	4881
11197	3792
11198	9413
428	3378
1466	6240
7303	9649
4377	10325
8296	10645
6015	210
11072	7384
617	6173
10207	2149
5324	10263
1947	4447
6880	1853
3231	11179
4059	7619
2143	92
5754	4817
10837	12107
10163	6326
11025	9535
3891	10823
11458	4981
179	11745
11625	7585
4377	10611
4377	10609
3839	7369
9095	11118
5396	8424
5611	5901
8980	6045
10810	10679
188	5114
5371	11236
6748	5852
1335	8768
4548	128
6310	12389
12741	7973
11859	7776
8000	4992
7871	9734
5361	8195
6842	11745
5799	7933
10408	9957
5660	10575
8381	2024
5233	5383
4134	11395
6198	7660
11625	5592
4782	7271
9672	5525
12795	5790
1943	1650
2600	8636
9883	11026
12002	2582
2024	10250
2024	10249
3810	5709
8858	11026
434	10372
1212	6930
1793	10823
12803	6214
6599	7166
8783	9736
8531	724
7870	12184
1392	10512
9813	12043
4377	1896
10356	2479
6659	5305
2024	11581
7805	769
3284	7043
10606	12607
4510	11026
10325	4584
2499	1916
6556	3075
5436	6748
1717	5453
4468	2069
8408	3839
11237	2522
7149	3105
4970	6949
12861	5653
9255	7889
9473	10306
9474	3414
11713	4377
6553	12152
10163	5847
128	7816
9036	389
8120	8578
6748	6230
6748	6231
1315	548
7260	1713
8408	2177
